date,010000Food & Non-Alcoholic Beverages,010106Apples Dessert Per Kg,010106Bananas Per Kg,010101Breakfast Cereal 1,010101Breakfast Cereal 2,010104Cheddar Home Produced Per Kg,010202Cola Flavoured Drink 2 Ltr Btl,010101Dry Spaghetti Or Pasta 500G,010107Fresh Veg Onions Per Kg,010107Fresh Veg Tomatoes Per Kg,010202Fresh_Chilled Orange Juice 1L,010202Fruit Juice Not Orange 1L,010106Grapes Per Kg,010101Plain Biscuits 200-300G,010107Potatoes New Per Kg,010107Potatoes Old White Per Kg,010104Shop Milk Whole Milk 4Pt_2Ltr,010104Shop Milk Semi Skimmed,010105Spreadable Butter 40-70% Butter,010106Strawberries Per Kg Or Punnet,010201Tea Bags 1 Packet Of 80 (250G),010101White Sliced Loaf Branded 800G,010101Wholemeal Sliced Loaf Branded,010104Yoghurt Small Individual,"010104Yoghurt_Fromage 4-6Pk, 50-125G",020000Alcoholic Beverages,020102Apple Cider 500-750Ml 4.5-5.5%,020103Bitter 4 Cans 440-500Ml,020101Brandy 68-70 Cl Bottle,020103Lager 4 Bottles Premium,020102Red Wine European 75Cl,020101Rum White Bottle,020101Vodka 70 Cl Bottle,020101Whisky 70 Cl Bottle,020102White Wine European 75Cl
25/08/14,98.54,98.98,110.51,98.35,97.23,100.6,96.76,104.13,98.93,101.27,99.3,100.17,93.05,101.29,98.31,95.88,97.76,97.65,97.82,97.28,97.5,98.19,98.91,101.23,87.85,100.1,100.56,99.81,101.21,100.62,98.4,100.31,98.7,103.21,98.92
01/09/14,98.54,97.8,110.09,100.88,97.65,100.36,98.02,103.94,99.03,101.05,99.39,99.6,89.47,101.34,98.45,95.94,97.34,97.17,97.71,100.56,97.96,97.02,97.94,101.23,87.47,99.19,99.76,99.95,100.45,100.34,97.19,99.68,97.5,101.92,97.62
08/09/14,98.69,97.36,109.91,100.98,97.81,98.27,97.83,102.85,99.75,100.96,97.33,97.23,88.63,101.34,98.57,95.87,97.76,97.94,99.04,105.3,98.94,96.73,98.2,99.89,92.27,99.01,99.88,100.07,100.84,99.86,97.02,99.86,97.31,101.85,97.28
15/09/14,98.85,94.47,110.12,100.79,96.99,96.82,97.72,99.38,100.06,100.89,94.96,93.85,92.79,101.43,98.67,96.49,98.09,98.48,99.92,106.62,99.98,97.32,99.25,97.94,99.37,100.07,100.67,100.29,102.18,99.16,99.45,100.95,98.88,102.63,99.52
22/09/14,98.98,93.53,107.09,101.03,97.43,96.71,97,99.27,99.96,100.86,94.52,93.34,93.58,101.43,98.76,96.49,98.04,98.54,99.64,112.5,100.29,98.37,99.8,97.79,99.26,99.94,100.35,99.68,102.74,98.26,99.44,101.18,100.16,101.74,99.96
29/09/14,98.86,96.91,101.68,98.84,97.06,95.1,96.44,99.53,100.51,100.14,95.59,94.95,93.67,101.44,98.84,96.84,97.86,98.19,98.67,119.38,100.51,98.62,96.92,99.43,97.29,99.91,100.06,99.61,102.29,98.32,99.3,101.22,100.23,102.2,99.73
06/10/14,99.11,96.9,101.58,98.64,97.68,93.65,96.66,99.55,100.72,99.71,96.07,95.74,94.08,101.45,98.9,96.78,97.49,97.85,97.65,130.12,100.42,98.01,95.35,100.53,94.89,100.24,100.33,99.61,101.7,98.55,99.73,100.71,100.19,103.67,99.95
13/10/14,99.76,96.87,101.49,99.8,100.09,94.11,96.27,100.47,100.31,99.8,96.13,95.51,94.17,101.21,98.96,95.63,97.81,98.06,97.49,146.1,100.32,97.03,94.68,100.44,92.63,99.82,99.93,99.17,101.36,98.07,99.22,100.14,99.56,103.86,99.33
20/10/14,99.92,96.72,101.41,101.58,100.69,95.19,94.43,100.22,100.61,99.77,95.99,96.55,94.13,100.9,99.02,93.83,98.46,98.42,97.65,150.55,99.14,96.89,94.39,100.19,93.18,99.16,99.62,98.87,101.52,97.66,98.68,99.59,97.79,102.65,98.87
27/10/14,100.08,96.73,101.34,102.3,100.62,96.58,94.53,101.63,101,98.05,94.44,97.35,94.91,100.92,99.07,92.07,98.55,98.63,97.54,153.05,99.58,96.23,95.5,100.19,98.02,98.62,99.63,98.69,101.08,97.19,98.59,98.34,95.82,101.36,98.92
03/11/14,100.35,96.59,102.69,103.07,100.63,96.28,94.95,102.05,101.21,97.7,94.41,97.35,95.27,101.28,99.11,91.39,98.54,98.53,97.5,155.57,100.05,95.85,97.55,100.2,99.4,98.22,99.49,97.56,100.44,96.12,98.76,97.84,95.14,101.21,98.91
10/11/14,100.39,96.38,101.22,101.74,99.99,95.45,94.81,96.44,101.86,97.44,96.66,98.17,97.09,101.61,99.15,93.22,98.38,98.47,97.22,153,99.21,97.55,97.95,100.21,99.7,98.11,99.74,97.18,99.51,95.84,98.43,97.1,95.73,101.1,98.75
17/11/14,100.59,96.12,101.16,101.71,99.86,95.15,94.85,92.74,103.55,96.7,98.16,98.84,106.25,102.35,90.06,92.56,97.49,97.63,96.56,156.05,98.9,97.04,98.28,100.27,99.53,98.37,100.02,97.3,99.24,96.24,98.65,97.49,96.71,100.75,99
24/11/14,100.41,96.76,101.11,101.53,99.03,95.4,94.77,92.84,100.06,96.56,98.17,98.99,108.06,102.35,87.86,92.09,96.96,97.18,96.87,161,97.06,96.06,98.39,100.4,99.52,97.56,99.56,97.1,98.09,95.99,97.67,96.8,95.59,98.73,98.39
01/12/14,99.98,96.83,101.07,100.87,98.5,95.31,92.56,93.66,98.27,95.42,96.73,99.11,108.73,101.64,87.01,91.45,97.76,96.93,97.54,165.23,94.05,95.61,98.38,100.41,99.86,96.62,97.65,97.18,97.94,95.35,96.98,96.32,93.92,97.16,98.09
08/12/14,99.78,96.87,101.03,101.62,98.79,94.99,91.74,93.34,101.29,96.11,95.53,98.16,105.88,101.97,86.23,91.1,98.34,96.43,97.28,161.08,93.87,96.08,98.77,100.49,100.18,96.54,97.59,97.5,97.75,95.3,96.19,96.76,94.23,97.6,97.72
15/12/14,99.94,96.91,100.99,103.09,98.81,95.28,93.53,93.27,102.67,96.41,95.52,98.45,104.27,101.87,85.51,91,98.44,96.36,97.19,159.75,93.93,96.4,99.11,100.43,100.3,96.19,97.16,96.77,97.39,94.97,96.02,96.64,93.93,96.96,97.52
22/12/14,99.66,96.84,100.95,103.42,98.57,95.85,95.25,92.69,101.75,94.83,95.94,98.43,105.37,102.36,84.85,91.24,98.18,96.3,97.37,160.5,96.61,96.27,98.69,100.52,86.31,96.98,96.83,96.96,98.24,95.53,97.07,97.42,95.39,98.53,98.29
29/12/14,98.42,96.72,100.92,103.57,97.15,95.9,95.52,91.19,101.39,92.1,96.09,98.36,102.77,103,84.24,92.45,98,96.24,96.98,150.27,99.18,95.12,96.83,100.58,72.17,98.18,96.9,96.57,100.54,95.09,98.73,100.03,99.26,102.75,99.05
05/01/15,97.46,96.75,101.87,102.73,96.56,95.64,92.56,89.68,101.08,91.75,95.39,98.01,98.82,103.09,83.67,91.85,97.65,96.19,96.66,146.06,98.53,89.71,95.65,100.45,71.93,98.3,96.82,95.67,102.06,93.73,98.93,101.64,100.51,105.06,98.95
12/01/15,96.82,96.62,100.86,101.61,98.44,95.73,90.36,89.82,100.18,92.1,95.33,98.03,95.58,102.38,83.14,90.18,97.86,96.14,96.71,144,98.99,80.98,92.88,100.53,77.25,98.3,96.72,95.86,102.23,93.61,98.83,101.58,100.32,105.28,99.22
19/01/15,97.21,96.56,100.83,100.91,98.99,95.33,89.31,89.44,101.61,95.63,94.87,98.07,95.43,102.03,82.65,89.41,97.86,95.88,96.79,143.77,99.29,79.33,91.2,100.56,88.74,98.82,97.85,96.98,101.98,95.14,98.91,101.83,99.61,105.29,99.3
26/01/15,97.78,96.58,99.4,101.59,98.47,95.46,89.16,89.88,100.22,97.93,94.88,98.07,95.91,102.05,82.2,90.59,97.64,95.23,96.73,136.08,99.92,87.66,94.68,100.63,101.78,98.89,98.81,97.64,102.05,96.38,98.28,101.82,98.73,105.04,98.33
02/02/15,97.4,96.86,96.65,101.4,98.69,94.78,96.15,90.71,97.71,97.36,95.52,97.64,94.93,102.3,81.77,92.89,97.65,95.2,96.44,122.12,99.52,91.05,93.27,100.64,98.47,98.78,98.37,97.38,102.29,96.31,98.27,101.24,99.21,104.89,98.12
09/02/15,97.36,96.72,96.75,100.13,98.84,93.54,98.07,92.8,97.62,97.17,96.27,97.03,94.06,102.67,81.36,94.45,97.57,95.17,96.15,121.67,98.52,91.5,93.52,100.61,95.93,98.52,97.88,97.16,101.98,96.14,98.15,100.51,99.25,104.2,97.96
16/02/15,97.55,96.65,96.83,100.16,99.09,93.69,98.25,96.33,97.74,97.12,96.27,97,94.01,102.7,80.99,94.39,97.64,95.14,96.14,125.55,98.49,91.52,93.39,100.67,95.87,98.49,97.98,96.93,101.52,95.97,98.24,99.9,98.92,103.96,98.41
23/02/15,96.9,97,96.92,99.39,98.43,95.39,95.79,95.4,97.26,97.08,93.94,97.21,94.19,102.63,80.63,91.81,97.34,95.11,96.12,120.11,98.42,91.11,93.38,100.78,96.86,98.51,97.63,96.94,101.91,96.39,98.07,99.47,98.87,104.16,98.31
02/03/15,96.5,97.22,97,100.07,98.93,96.8,94.33,92.97,97.11,97.05,92.92,97.89,94.3,102.68,80.24,90.72,97.25,95.09,96.36,112.35,98.44,91.06,93.33,100.92,96.43,98.24,97.07,94.63,102.26,95.19,98.26,99.94,99.19,104.5,98.51
09/03/15,96.92,96.35,96.86,98.88,97.94,96.59,94.9,92.61,97.59,97.37,92.72,97.98,94.64,102.83,79.92,92.91,97.34,95.07,96.74,121.12,98.08,91.35,93.32,101.05,96.22,97.62,95.84,90.79,102.53,92.91,98.98,100.42,99.23,104.48,98.88
16/03/15,96.77,96.26,97.15,100,98.33,95.98,94.72,94.47,96.81,97.07,93.33,98,94.8,102.4,84.09,93.92,96.14,95.04,96.61,111.09,99.39,91.43,93.5,101.19,97,97.56,96.42,89.87,102.39,92.82,98.66,99.59,99.7,104.4,98.53
23/03/15,96.87,97.32,97.22,102.84,100.18,95.71,93.66,95.91,96.54,97.13,94.06,98.03,95.58,101.83,84.09,92.12,95.93,95.11,96.51,110.91,100.73,90.01,93.34,101.25,96.15,96.16,94.6,88.74,101.51,91.95,96.78,97.34,98.39,103.38,96.91
30/03/15,96.73,97.58,97.28,101.73,99.82,95.59,93.95,96.19,96.21,96.71,95.19,98.01,95.79,101.44,84.72,90.57,96.74,95.15,94.25,111.79,101.71,89.29,91.88,101.31,96.99,95.92,93.87,89.31,101.25,91.97,96.57,97.64,96.41,103.68,97.11
06/04/15,97.05,98.84,97.15,101.7,99.36,94.84,94.5,94.28,97.13,95.19,95.91,98.08,95.99,102.03,84.72,93.34,97.26,95.13,93.22,115.47,101.24,90.13,91.23,101.34,97.28,96.1,94.57,89.31,101.26,92.19,96.71,98.55,96.45,103.84,96.86
13/04/15,96.97,99.26,97.4,101.59,98.97,94.74,94.99,92.98,96.92,94.67,95.91,98.11,96.02,102.59,84.72,94.65,97.26,95.11,93.16,112.41,101.1,89.8,90.76,101.47,97.21,97.41,97.33,93.03,101.79,94.31,97.42,99.67,96.71,104.35,97.3
20/04/15,96.82,99.34,97.46,100.58,98.07,94.93,95.22,92.95,97.36,93.89,94.52,97.07,95.84,102.61,84.72,94.93,97.26,95.1,95.11,114.3,100.39,89.63,91.35,101.42,95.87,98.38,99.96,96.09,102.8,95.83,97.68,99.73,97.95,104.03,97.26
27/04/15,96.79,99.61,97.51,101.83,97.97,94.79,96.85,94.35,97.4,93.61,93.76,96.21,96.02,102.33,84.72,94.79,97.27,95.08,96.96,112.52,98.8,90.11,91.75,101.45,95.5,98.26,99.92,96.05,103.11,95.76,97.45,99.57,98.37,103.65,96.92
04/05/15,96.91,100.15,97.39,101.49,97.84,94.7,98.54,95.4,96.89,94.75,95.41,96.65,96.01,102.13,84.72,92.65,97.25,95.06,97.2,114.9,96.66,90.45,91.81,101.49,96.03,98.09,99.41,96.19,102.82,95.49,97.37,99.91,98.79,103.31,96.76
11/05/15,97,100.49,97.62,100.86,97.09,95.05,98.42,94.83,96.74,94.62,95.53,97.19,99.18,102.12,85.71,92.43,96.93,95.05,96.67,112.13,98.4,90,90.71,101.35,99.07,97.6,98.09,95.95,102.33,94.92,97.21,100.07,98.76,102.48,96.59
18/05/15,97.12,100.29,97.66,101.54,97.85,95.57,96.08,93.56,97.69,94.46,95.74,97.94,102.63,102.45,85.96,93.07,96.49,94.92,95.91,112.76,98.9,88.92,89.15,101.52,98,97.42,97.47,95.74,102.19,94.71,97.48,100.01,98.53,102.25,96.49
25/05/15,97.01,100.28,97.71,101.72,98.29,95.43,94.23,92.39,97.6,94.56,95.81,97.49,104.04,102.35,85.71,93.41,96.54,94.62,95.89,108.1,98.51,89.9,90.35,101.89,100.24,97.45,98.09,96.1,102.07,94.84,97.69,99.6,98.64,101.2,96.38
01/06/15,96.6,99.75,97.76,101.34,97.85,95,94.02,92.3,96.47,94.49,95.88,97.68,99.06,101.97,85.71,94.81,96.98,94.59,94.99,107.74,97.49,89.86,91.27,101.54,97.54,97.21,98.33,96.45,101.7,94.58,97.76,99.38,99.22,99.47,95.94
08/06/15,96.66,99.61,97.8,101.51,97.79,94.97,96.17,94.08,96.22,94.47,95.45,97.77,97.83,101.59,87.35,95.67,97.12,94.56,94.5,105.07,98.71,89.84,91.95,101.34,96.9,97.16,98.49,96.44,101.5,94.58,97.82,99.28,99.1,99.07,95.83
15/06/15,97.36,99.88,100.55,100.04,96.41,95.31,99.41,93.02,98.16,97.36,92.14,97.82,96.2,101.35,87.9,98.43,97.3,94.54,94.27,102.04,100.05,92.4,91.19,101.27,106.1,96.9,97.77,95.52,102.03,94.02,96.68,99.6,98.37,101.57,95.51
22/06/15,97.52,99.77,100.54,99.98,96.35,95.54,99.43,93.05,99.88,97.52,95.42,97.86,96.41,101.97,87.54,98.48,96.52,94.51,94.26,100.74,100.03,91.73,90.05,101.85,105.94,96.96,97.57,94.6,102.38,93.78,95.77,100.02,98.31,104.4,95.43
29/06/15,96.27,99.97,97.92,100.07,95.92,94.73,94.09,92.98,97.53,95.14,97.12,97.9,95.58,102.89,90.01,94.95,96.2,94.62,94.87,99.68,98.37,87.42,89.41,100.82,100.14,97.32,98.08,95.18,102.45,93.99,96.44,99.78,98.92,104.21,95.92
06/07/15,96,99.49,97.95,100.3,94.96,94.75,91.89,90.76,97.46,95.15,97.2,97.91,95.93,102.96,89.72,94.48,96.2,94.6,94.8,98.97,97.77,87.68,89.28,100.88,100.42,97.41,97.86,95.48,102.54,94.22,96.46,99.3,99.23,104.06,96.21
13/07/15,95.86,100.16,97.96,99.67,95.36,94.36,93.5,91.21,97,94.86,95.67,97.47,94,102.93,89.23,95.92,96.45,94.58,95.84,99.22,97.62,87.17,89.42,100.96,96.43,97.21,97.3,95.65,102.56,94.19,95.86,98.6,99.11,103.88,96.31
20/07/15,95.68,100.34,97.96,98.83,96.01,93.89,95.68,93.09,96.8,94.55,94.01,97.51,93.31,102.67,86.84,96.52,96.79,94.57,97.04,98.28,97.38,87.26,88.96,100.75,93.07,97.17,97.51,95.59,102.3,94.23,95.83,98.3,98.71,103.95,96.14
27/07/15,95.81,99.9,98,98.56,98.11,93.92,96.86,95.49,97.01,94.5,93.99,97.55,92.92,103.06,86.42,96.59,96.83,94.58,96.89,97.17,96.87,87.17,88.83,100.57,92.89,97.22,97.82,95.63,101.86,94.24,96.18,98.27,98.22,104.28,96.04
03/08/15,95.4,99.69,97.73,96.69,95.82,94.27,97.73,95.55,97.68,93.7,93.15,96.25,92.87,103.03,79.47,95.46,95.83,94.55,95.55,100.3,97.09,86.97,88.24,100.59,96.23,96.99,96.74,96.97,101.07,94.14,96.22,98.36,97.52,104.75,95.76
10/08/15,95.44,98.97,97.78,97.47,96.49,94.73,97.14,94.71,97.69,93.75,92.99,95.4,92.6,102.54,82.39,94.99,95.23,94.2,94.51,102.16,96.7,87.05,87.64,100.12,97.58,96.91,96.47,95.92,101.2,93.83,96.39,97.73,97.79,104.58,95.98
17/08/15,95.22,98.5,97.82,97.66,96.37,94.51,95.22,92.25,96.93,94.04,95.01,95.43,92.49,102.38,86.45,94.88,95.02,93.38,92.86,102.12,96.91,86.87,86.84,98.88,95.11,96.93,96.92,95.99,101.73,94.36,96.19,96.58,98.69,103.93,95.19
24/08/15,95.02,99.12,97.77,98.29,96.02,94.33,95.29,91.91,96.84,94.85,93.69,96.39,90.06,102.26,86.45,92.8,95.1,93.37,93.64,102.12,97.44,87.17,86.98,98.8,93.14,96.79,98.13,96.03,102.07,94.61,95.06,97.13,98.69,103.57,94.11
31/08/15,94.68,99.42,97.8,99.22,95.66,93.92,94.03,90.6,96.66,95.2,92.16,97.69,89.28,97.72,86.45,92.13,95.35,93.96,95.6,100.49,98.05,86.94,86.68,98.78,92.96,96.1,97.96,95.86,102.01,94.32,93.7,96.61,98.2,103.4,92.41
07/09/15,94.05,98.8,97.84,97.97,92.49,91.55,89.64,89.51,95.31,95.02,92.53,97.72,89.95,91.71,87.21,93.45,96.51,95.01,96.95,105.28,97.26,87.19,86.83,99.76,90.59,95.52,97.54,94.73,102.03,93.39,93.46,98.08,97.72,102.32,91.8
14/09/15,94.61,96.8,97.87,98,92.18,91.17,89.38,88.96,96.28,95.56,92.31,98.43,90.49,93.97,87.21,93.93,96.78,95.89,97.21,114.47,96.52,86.52,86.66,100.43,89.72,94.91,96.66,93.21,102,93.02,92.76,99.35,97.33,101.24,91.09
21/09/15,94.91,97.16,97.9,97.17,93.1,92.04,93.66,87.55,97.81,95.15,93.88,96.25,92.99,94.86,87.21,93.62,96.4,94.89,96.93,114.47,95.6,86.24,86.51,100.41,89.93,95.18,96.86,93.44,101.57,93.21,93.34,99.32,97.59,100.89,91.79
28/09/15,95.16,95.31,97.8,98.07,94.9,92.93,98.3,88.3,97.37,95.48,93.09,90.8,93.43,96.25,86.44,94.83,96.09,94.06,95.59,116.36,95.51,86.61,86.75,99.07,89.74,95.25,96.18,94.06,101.58,93.85,92.58,99.65,97.49,102.59,91.38
05/10/15,94.91,93.3,97.74,98.36,96.35,92.47,97.22,90.92,95.62,95.11,92.59,90.38,93.83,96.34,86.44,94.12,96.08,94.01,94.31,116.38,95.83,86.31,86.52,98.77,88.8,95.12,96.49,93.71,101.93,93.52,91.25,99.7,96.97,103.53,91.63
12/10/15,94.75,92.64,97.77,99.82,97.14,91.76,97.14,91.01,94.89,95.07,92.83,90.4,93.39,95.83,86.44,94.33,96.07,93.94,93.86,114.37,95.88,85.65,86.03,99.22,87.75,95.38,96.89,93.97,102.44,93.63,91.44,99.92,97.28,103.5,92.14
19/10/15,95.56,95.19,98.02,99.61,97.49,90.25,93.51,89.08,94.26,94.18,94.91,89.11,92.73,94.04,87.21,90.76,95.95,95.64,94.39,142.31,96.32,84.88,85.97,100.3,88.95,94.47,97.85,93.35,100.35,92.25,91.57,97.6,95.98,99.89,91.68
26/10/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/15,96.21,94.24,98.04,99.65,97.86,90.2,95.87,89.25,94.25,95.07,94.49,89.11,93.8,94.52,87.21,90.92,95.94,95.62,94.89,154.12,95.6,84.46,85.43,100.71,88.08,94.26,97.4,93.37,100.29,92.05,91.37,97.05,95.39,100.03,91.62
09/11/15,96.25,93.98,98.07,98.22,96.28,89.96,95.37,88.62,93.87,94.93,93.3,89.11,94.23,93.6,87.21,92.36,95.92,95.59,93.58,161.07,95.4,83.56,84.59,100.76,90.92,93.57,96.68,93.45,99.34,92.13,90.88,95.65,93.86,98.37,90.89
16/11/15,95.94,96.29,98.1,97.12,93.57,88.99,95.92,86.23,93.6,93.19,92.92,89.11,95.21,92.59,87.21,94,96.25,95.57,91.89,159.4,96.79,82.55,83.93,101.28,92.33,91.99,96.41,92.84,98.26,92.31,87.27,94.3,92.63,95.84,87.71
23/11/15,96,96.16,98.12,98.43,93.7,89.23,94.35,85.45,93.58,92.48,93.47,89.11,94.7,93.04,87.21,94.28,96.24,95.55,90.77,160.78,97.64,82.56,84.15,101.64,92.56,91.84,96.32,92.85,98.26,92.26,87.11,94.11,92.7,94.96,87.66
30/11/15,96.39,96.76,98.14,100.7,95.35,89.29,92.83,85.38,93.4,93.24,94.02,89.11,95.69,91.48,87.21,94.44,96.33,95.53,92.08,162.48,98.45,83.77,84.7,102.11,92.83,90.72,95.61,92.86,97.16,91.22,85.47,92.23,89.53,93.91,87.54
07/12/15,96.15,94.13,98.17,101,95.63,90.95,92.75,85.38,93.2,93.35,94.35,89.11,95.95,89.68,87.21,89.32,96.62,95.5,92.61,162.52,98.28,84.01,84.91,102.39,95.75,90.24,95.47,92.91,96.75,91.07,84.44,91.09,88.22,93.41,87.22
14/12/15,96.35,93.25,98.19,101.01,95.56,91.22,94.03,85.01,93.15,94.74,94.12,89.11,95.06,90.08,85.84,88.47,96.81,95.48,92.77,163.73,99.85,84.63,85.38,102.58,96.17,90.36,95.23,92.96,96.99,91.07,84.48,91.89,88.99,93.91,87.17
21/12/15,95.83,93.11,98.21,97.88,92.53,89.59,93.5,85.82,93.3,94.96,95.46,89.11,95.41,90.57,82.34,92.66,96.3,95.46,92.42,162.58,95.97,84.36,84.97,102.17,92.78,91,95.1,92.88,97.64,91.47,85.79,93.23,91.1,94.01,87.76
28/12/15,95.36,95.67,98.24,95.8,88.64,88.74,94.24,85.64,93.31,93.98,95.44,89.11,91.61,93.37,82.34,91.28,95.08,95.44,92.2,163.02,94.44,84.65,84.78,101.36,89.46,93.71,96.33,91.51,100.82,92.84,88.53,98.51,97.62,101.69,89.01
04/01/16,94.32,96.24,98.26,94.9,86.56,88.59,93.8,84.08,93.29,93.9,93.44,89.11,91.01,93.91,82.51,91.02,94.66,95.42,92.6,148,94.93,83.27,84.27,101.16,88.65,94.81,96.85,91.49,101.89,94.28,88.72,100.01,98.28,105.88,89.38
11/01/16,93.81,96.33,98.28,94.06,87.8,88.46,93.89,83.42,93.36,94.83,91.56,89.11,94.55,92.81,86.63,93.37,95.71,95.4,93.72,128.82,95.42,83.83,85.11,101.61,83.58,94.3,96.27,91.07,101.51,93.71,88.82,99.5,98.29,103.34,89.37
18/01/16,94.18,96.28,98.3,94.37,88.79,88.78,96.57,84.6,93.35,94.37,92.41,89.11,93.27,92.69,87.21,94.22,96.47,95.38,94.48,124.46,97.64,83.94,85.79,102.57,86.62,94.07,96.08,91.18,101.23,92.99,88.73,98.7,98.5,102.91,89.54
25/01/16,94.63,95.47,98.32,97.69,89.35,89.17,97.84,89.61,92.9,94.67,94.16,89.11,92.67,92.33,87.21,93.6,96.26,95.36,93.99,121.43,100.51,84.06,84.86,103.12,93,94.07,96.31,91.28,100.77,93.28,88.75,97.44,98.36,102.69,89.46
01/02/16,95.11,95.54,98.34,100.96,93.03,89.97,97.12,90.86,92.86,94.74,93.82,89.11,92.69,92.18,87.21,93.98,96.25,95.35,93.4,121.2,100.98,84.06,85.47,103.1,94.71,93.55,96.48,91.55,101.37,93.35,87.42,96.83,97.53,101.89,88.39
08/02/16,94.61,96.48,99.83,99.82,92.31,89.91,90.59,90.32,92.88,95.25,90.69,89.11,91.31,92.16,87.21,96.03,96.46,95.33,92.6,120.65,101.25,83.07,84.85,103.69,94.71,93.38,96.28,91.53,101.34,93.23,87.01,97.72,97.16,101.97,88.13
